Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_PLACE,Geo_CSA,SE_T004_019,SE_T004_001,SE_T004_003,SE_T004_005,SE_T004_007,SE_T004_009,SE_T004_011,SE_T004_013,SE_T004_015,SE_T004_017,SE_T005_019,SE_T005_001,SE_T005_003,SE_T005_005,SE_T005_007,SE_T005_009,SE_T005_011,SE_T005_013,SE_T005_015,SE_T005_017,SE_T006_019,SE_T006_001,SE_T006_003,SE_T006_005,SE_T006_007,SE_T006_009,SE_T006_011,SE_T006_013,SE_T006_015,SE_T006_017,SE_T017_020,SE_T017_002,SE_T017_004,SE_T017_006,SE_T017_008,SE_T017_010,SE_T017_012,SE_T017_014,SE_T017_016,SE_T017_018
"06037108202","Census Tract 1082.02","Census Tract 1082.02, Los Angeles County, California","00","06","037",,"108202",,,8701,7729,2855,379,21,3973,4,60,437,972,4885.09773956476,4360.75623821554,1964.12264821273,193.55748016501,10,2017.50754793042,7,17,151.568561907384,524.341501349217,3815.90226043524,3368.24376178446,890.877351787273,185.44251983499,11,1955.49245206958,-3,43,285.431438092616,447.658498650783,78.1131200207107,77.2399000950068,45.357521466286,95.8074674649091,110,96.9261529690705,-42.8571428571429,252.941176470588,188.318365299942,85.3753703452585
"06037108203","Census Tract 1082.03","Census Tract 1082.03, Los Angeles County, California","00","06","037",,"108203",,,3577,3238,1409,136,4,1538,5,23,123,339,3475.545428457,3244.40647045282,1477.32336496343,62.9688303169633,2,1555.1376524347,0,4.2480518948102,142.728570842912,231.138958004182,101.454571543,-6.40647045281821,-68.3233649634346,73.0311696830368,2,-17.1376524346979,5,18.7519481051898,-19.7285708429122,107.861041995818,2.91909784036522,-0.197462016894698,-4.62480771534577,115.97987339994,100,-1.10200228306912,,441.424647568426,-13.8224398425635,46.6650204392922
"06037108204","Census Tract 1082.04","Census Tract 1082.04, Los Angeles County, California","00","06","037",,"108204",,,1857,1715,644,55,2,944,0,5,65,142,2075.454571543,1900.59352954718,832.676635036565,52.0311696830367,0,943.862347565302,0,15.7519481051898,56.2714291570878,174.861041995818,-218.454571543,-185.593529547182,-188.676635036565,2.96883031696326,2,0.137652434697884,0,-10.7519481051898,8.72857084291223,-32.8610419958184,-10.5256253034047,-9.76503006360333,-22.659052397727,5.70586887638461,,0.0145839523160299,,-68.257894410199,15.5115499528997,-18.7926605153161
"06037109100","Census Tract 1091","Census Tract 1091, Los Angeles County, California","00","06","037",,"109100",,,2958,1275,862,81,13,282,1,5,31,1683,2492,1062,728,67,6,231,7,2,21,1430,466,213,134,14,7,51,-6,3,10,253,18.6998394863563,20.0564971751412,18.4065934065934,20.8955223880597,116.666666666667,22.0779220779221,-85.7142857142857,150,47.6190476190476,17.6923076923077
"06037109200","Census Tract 1092","Census Tract 1092, Los Angeles County, California","00","06","037",,"109200",,,3153,1843,946,146,5,612,8,12,114,1310,2410.14434124527,1466.00113519092,889.429239766082,81.1429308565532,5,425.143206054352,1,5,59.2857585139319,944.143206054352,742.85565875473,376.998864809082,56.5707602339181,64.8570691434469,0,186.856793945648,7,7,54.7142414860681,365.856793945648,30.8220402422418,25.7161373043538,6.36034410660888,79.9294140090935,0,43.9514947633339,700,140,92.2890131754163,38.7501378603986
"06037109300","Census Tract 1093","Census Tract 1093, Los Angeles County, California","00","06","037",,"109300",,,3120,1545,847,103,8,462,9,11,105,1575,3085,1733,1010,125,6,511,1,1,79,1352,35,-188,-163,-22,2,-49,8,10,26,223,1.13452188006483,-10.8482400461627,-16.1386138613861,-17.6,33.3333333333333,-9.58904109589041,800,1000,32.9113924050633,16.4940828402367
"06037109400","Census Tract 1094","Census Tract 1094, Los Angeles County, California","00","06","037",,"109400",,,3752,874,412,67,13,306,8,16,52,2878,3720,930,519,89,18,231,12,16,45,2790,32,-56,-107,-22,-5,75,-4,0,7,88,0.860215053763441,-6.02150537634409,-20.616570327553,-24.7191011235955,-27.7777777777778,32.4675324675325,-33.3333333333333,0,15.5555555555556,3.15412186379928
"06037109500","Census Tract 1095","Census Tract 1095, Los Angeles County, California","00","06","037",,"109500",,,4524,432,164,55,10,128,4,16,55,4092,4303,320,134,40,6,105,0,7,28,3983,221,112,30,15,4,23,4,9,27,109,5.13595166163142,35,22.3880597014925,37.5,66.6666666666667,21.9047619047619,,128.571428571429,96.4285714285714,2.73663068039166
"06037109601","Census Tract 1096.01","Census Tract 1096.01, Los Angeles County, California","00","06","037",,"109601",,,4958,1358,662,138,7,472,3,2,74,3600,5020,1504,753,148,7,508,6,11,71,3516,-62,-146,-91,-10,0,-36,-3,-9,3,84,-1.23505976095618,-9.70744680851064,-12.0849933598938,-6.75675675675676,0,-7.08661417322835,-50,-81.8181818181818,4.22535211267606,2.38907849829352
"06037109603","Census Tract 1096.03","Census Tract 1096.03, Los Angeles County, California","00","06","037",,"109603",,,4203,1453,681,135,22,513,4,28,70,2750,4252,1491,761,191,13,459,0,11,56,2761,-49,-38,-80,-56,9,54,4,17,14,-11,-1.15239887111947,-2.54862508383635,-10.5124835742444,-29.3193717277487,69.2307692307692,11.7647058823529,,154.545454545455,25,-0.398406374501992
"06037109604","Census Tract 1096.04","Census Tract 1096.04, Los Angeles County, California","00","06","037",,"109604",,,2938,970,528,86,14,268,1,21,52,1968,2975,1175,708,116,4,286,2,14,45,1800,-37,-205,-180,-30,10,-18,-1,7,7,168,-1.2436974789916,-17.4468085106383,-25.4237288135593,-25.8620689655172,250,-6.29370629370629,-50,50,15.5555555555556,9.33333333333333
"06037109700","Census Tract 1097","Census Tract 1097, Los Angeles County, California","00","06","037",,"109700",,,4389,2521,1503,107,13,736,9,25,128,1868,4493,2603,1585,122,15,752,6,9,114,1890,-104,-82,-82,-15,-2,-16,3,16,14,-22,-2.31471177387047,-3.15021129466001,-5.17350157728707,-12.2950819672131,-13.3333333333333,-2.12765957446809,50,177.777777777778,12.280701754386,-1.16402116402116
"06037109800","Census Tract 1098","Census Tract 1098, Los Angeles County, California","00","06","037",,"109800",,,4679,2394,1339,108,4,756,0,41,146,2285,4565,2455,1518,135,18,671,1,10,102,2110,114,-61,-179,-27,-14,85,-1,31,44,175,2.49726177437021,-2.4847250509165,-11.7918313570487,-20,-77.7777777777778,12.6676602086438,-100,310,43.1372549019608,8.29383886255924
"06037111100","Census Tract 1111","Census Tract 1111, Los Angeles County, California","00","06","037",,"111100",,,3047,1735,1096,56,1,472,18,8,84,1312,2982,1812,1171,103,3,456,3,10,66,1170,65,-77,-75,-47,-2,16,15,-2,18,142,2.17974513749162,-4.24944812362031,-6.40478223740393,-45.6310679611651,-66.6666666666667,3.50877192982456,500,-20,27.2727272727273,12.1367521367521
"06037111201","Census Tract 1112.01","Census Tract 1112.01, Los Angeles County, California","00","06","037",,"111201",,,3609,2440,1677,73,4,526,3,25,132,1169,3410,2415,1703,92,4,498,4,21,93,995,199,25,-26,-19,0,28,-1,4,39,174,5.83577712609971,1.0351966873706,-1.52671755725191,-20.6521739130435,0,5.62248995983936,-25,19.047619047619,41.9354838709677,17.4874371859297
"06037111202","Census Tract 1112.02","Census Tract 1112.02, Los Angeles County, California","00","06","037",,"111202",,,5489,3709,2461,158,20,788,5,44,233,1780,5213,3792,2617,147,13,843,3,12,157,1421,276,-83,-156,11,7,-55,2,32,76,359,5.29445616727412,-2.18881856540084,-5.96102407336645,7.48299319727891,53.8461538461538,-6.52431791221827,66.6666666666667,266.666666666667,48.4076433121019,25.2638986629134
"06037111204","Census Tract 1112.04","Census Tract 1112.04, Los Angeles County, California","00","06","037",,"111204",,,5865,4791,2927,198,9,1361,6,42,248,1074,5859,4988,3443,224,6,1154,1,12,148,871,6,-197,-516,-26,3,207,5,30,100,203,0.102406554019457,-3.94947874899759,-14.9869300029044,-11.6071428571429,50,17.9376083188908,500,250,67.5675675675676,23.3065442020666
"06037111205","Census Tract 1112.05","Census Tract 1112.05, Los Angeles County, California","00","06","037",,"111205",,,3864,3011,1338,178,0,1333,14,29,119,853,3375,2765,1397,154,1,1096,1,12,104,610,489,246,-59,24,-1,237,13,17,15,243,14.4888888888889,8.89692585895117,-4.22333571939871,15.5844155844156,-100,21.6240875912409,1300,141.666666666667,14.4230769230769,39.8360655737705
"06037111206","Census Tract 1112.06","Census Tract 1112.06, Los Angeles County, California","00","06","037",,"111206",,,4716,3432,2225,114,10,873,7,20,183,1284,4490,3559,2556,133,7,730,1,30,102,931,226,-127,-331,-19,3,143,6,-10,81,353,5.03340757238307,-3.5684180949705,-12.9499217527387,-14.2857142857143,42.8571428571429,19.5890410958904,600,-33.3333333333333,79.4117647058823,37.9162191192266
"06037111302","Census Tract 1113.02","Census Tract 1113.02, Los Angeles County, California","00","06","037",,"111302",,,4633,3260,1845,233,9,934,8,42,189,1373,4786,3763,2402,278,8,905,14,17,139,1023,-153,-503,-557,-45,1,29,-6,25,50,350,-3.19682407020476,-13.3669944193463,-23.1890091590341,-16.1870503597122,12.5,3.20441988950276,-42.8571428571429,147.058823529412,35.9712230215827,34.2130987292278
"06037111303","Census Tract 1113.03","Census Tract 1113.03, Los Angeles County, California","00","06","037",,"111303",,,4429,2925,1667,135,9,917,8,34,155,1504,4125,2964,1729,153,1,943,3,7,128,1161,304,-39,-62,-18,8,-26,5,27,27,343,7.36969696969697,-1.31578947368421,-3.58588779641411,-11.7647058823529,800,-2.75715800636267,166.666666666667,385.714285714286,21.09375,29.5434969853574
"06037111304","Census Tract 1113.04","Census Tract 1113.04, Los Angeles County, California","00","06","037",,"111304",,,3359,1955,805,199,5,764,12,16,154,1404,2962,2043,934,236,5,684,14,15,155,919,397,-88,-129,-37,0,80,-2,1,-1,485,13.4031060094531,-4.30739109153206,-13.8115631691649,-15.6779661016949,0,11.6959064327485,-14.2857142857143,6.66666666666667,-0.645161290322581,52.7747551686616
"06037111401","Census Tract 1114.01","Census Tract 1114.01, Los Angeles County, California","00","06","037",,"111401",,,2406,1516,840,92,5,472,1,19,87,890,2289,1592,970,90,5,478,1,0,48,697,117,-75.9999999999998,-130,2.00000000000001,0,-6,0,19,39,193,5.11140235910876,-4.77386934673365,-13.4020618556701,2.22222222222224,0,-1.25523012552301,0,,81.25,27.6901004304161
"06037111402","Census Tract 1114.02","Census Tract 1114.02, Los Angeles County, California","00","06","037",,"111402",,,5333,3288,1947,198,6,871,8,45,213,2045,5271,3541,2152,162,1,1055,15,24,132,1730,62,-253,-205,36,5,-184,-7,21,81,315,1.17624739138683,-7.14487432928551,-9.52602230483271,22.2222222222222,500,-17.4407582938389,-46.6666666666667,87.5,61.3636363636364,18.2080924855491
"06037113101","Census Tract 1131.01","Census Tract 1131.01, Los Angeles County, California","00","06","037",,"113101",,,3461,2605,1690,125,4,587,0,10,189,856,3558,2827,2150,110,14,437,1,6,109,731,-97.0000000000005,-222,-460,15,-10,150,-1,4,80,125,-2.72625070264195,-7.85284754156349,-21.3953488372093,13.6363636363636,-71.4285714285714,34.324942791762,-100,66.6666666666667,73.394495412844,17.0998632010944
"06037113102","Census Tract 1131.02","Census Tract 1131.02, Los Angeles County, California","00","06","037",,"113102",,,2971,2426,1693,87,1,519,2,20,104,545,2828,2459,1888,93,1,388,3,12,74,369,143,-33,-195,-6,0,131,-1,8,30,176,5.05657708628006,-1.34200894672631,-10.3283898305085,-6.45161290322581,0,33.7628865979381,-33.3333333333333,66.6666666666667,40.5405405405405,47.6964769647696
"06037113211","Census Tract 1132.11","Census Tract 1132.11, Los Angeles County, California","00","06","037",,"113211",,,4275,3386,2359,180,1,625,10,19,192,889,3787,3321,2628,103,6,458,7,10,109,466,488,65.0000000000005,-269,77,-5,167,3,9,83,423,12.8861895959863,1.95724179464018,-10.2359208523592,74.7572815533981,-83.3333333333333,36.4628820960699,42.8571428571429,90,76.1467889908257,90.7725321888412
"06037113212","Census Tract 1132.12","Census Tract 1132.12, Los Angeles County, California","00","06","037",,"113212",,,3211,2283,1353,171,5,628,2,18,106,928,3069,2357,1569,151,7,528,16,2,84,712,142,-74,-216,20,-2,100,-14,16,22,216,4.62691430433366,-3.13958421722529,-13.7667304015296,13.2450331125828,-28.5714285714286,18.9393939393939,-87.5,800,26.1904761904762,30.3370786516854
"06037113213","Census Tract 1132.13","Census Tract 1132.13, Los Angeles County, California","00","06","037",,"113213",,,4589,3242,1783,274,8,963,0,29,185,1347,4316,3281,2040,187,13,881,12,7,141,1035,273,-39,-257,87,-5,82,-12,22,44,312,6.32530120481928,-1.18866199329473,-12.5980392156863,46.524064171123,-38.4615384615385,9.30760499432463,-100,314.285714285714,31.2056737588652,30.1449275362319
"06037113231","Census Tract 1132.31","Census Tract 1132.31, Los Angeles County, California","00","06","037",,"113231",,,2254,1904,1356,84,3,287,6,7,161,350,2125,1886,1496,79,2,223,0,4,82,239,129,18,-140,5,1,64,6,3,79,111,6.07058823529412,0.95440084835631,-9.35828877005348,6.32911392405063,50,28.6995515695067,,75,96.3414634146341,46.4435146443515
"06037113232","Census Tract 1132.32","Census Tract 1132.32, Los Angeles County, California","00","06","037",,"113232",,,4297,3374,2227,210,6,687,11,19,214,923,3894,3202,2380,155,9,522,5,6,125,692,403,172,-153,55,-3,165,6,13,89,231,10.3492552645095,5.37164272329794,-6.42857142857143,35.4838709677419,-33.3333333333333,31.6091954022989,120,216.666666666667,71.2,33.3815028901734
"06037113234","Census Tract 1132.34","Census Tract 1132.34, Los Angeles County, California","00","06","037",,"113234",,,4542,2175,1027,176,1,834,7,16,114,2367,4667,2102,1113,160,9,724,11,6,79,2565,-125,73,-86,16,-8,110,-4,10,35,-198,-2.67838011570602,3.47288296860133,-7.72686433063792,10,-88.8888888888889,15.1933701657459,-36.3636363636364,166.666666666667,44.3037974683544,-7.71929824561404
"06037113235","Census Tract 1132.35","Census Tract 1132.35, Los Angeles County, California","00","06","037",,"113235",,,1815,1317,1022,64,7,102,2,20,100,498,1601.0315655883,1388.14510017731,1198.2027150731,47.9717011128776,9,59.9710230318469,2,4,66.9996609594847,212.886465410995,213.968434411696,-71.1451001773089,-176.2027150731,16.0282988871224,-2,42.0289769681531,0,16,33.0003390405153,285.113534589005,13.3644107343426,-5.12519189587756,-14.7055846941851,33.4119877246124,-22.2222222222222,70.082141079758,0,400,49.2544866166875,133.927506400451
"06037113237","Census Tract 1132.37","Census Tract 1132.37, Los Angeles County, California","00","06","037",,"113237",,,3921,2879,1747,279,7,647,14,25,160,1042,3661,3073,2081,191,7,653,0,27,114,588,260,-194,-334,88,0,-6,14,-2,46,454,7.10188473094783,-6.3130491376505,-16.0499759730899,46.0732984293194,0,-0.918836140888208,,-7.40740740740741,40.3508771929825,77.2108843537415
"06037113238","Census Tract 1132.38","Census Tract 1132.38, Los Angeles County, California","00","06","037",,"113238",,,5182,2077,784,361,12,693,15,34,178,3105,4569,2031,970,340,5,589,5,13,109,2538,613,46,-186,21,7,104,10,21,69,567,13.4165025169621,2.26489414081733,-19.1752577319588,6.17647058823529,140,17.6570458404075,200,161.538461538462,63.302752293578,22.3404255319149
"06037113239","Census Tract 1132.39","Census Tract 1132.39, Los Angeles County, California","00","06","037",,"113239",,,2259,1000,561,107,4,253,3,12,60,1259,2086,1002,638,119,6,202,0,8,29,1084,173,-2,-77,-12,-2,51,3,4,31,175,8.29338446788111,-0.199600798403194,-12.0689655172414,-10.0840336134454,-33.3333333333333,25.2475247524752,,50,106.896551724138,16.1439114391144
"06037113301","Census Tract 1133.01","Census Tract 1133.01, Los Angeles County, California","00","06","037",,"113301",,,3655,2921,1720,300,4,688,3,36,170,734,2201,1770,1263,88,2,346,2,4,65,431,1454,1151,457,212,2,342,1,32,105,303,66.0608814175375,65.0282485875706,36.1836896278702,240.909090909091,100,98.8439306358381,50,800,161.538461538462,70.3016241299304
"06037113303","Census Tract 1133.03","Census Tract 1133.03, Los Angeles County, California","00","06","037",,"113303",,,4160,2620,1644,111,8,656,4,28,169,1540,4006,2839,2019,132,16,574,3,2,93,1167,154,-219,-375,-21,-8,82,1,26,76,373,3.84423364952571,-7.71398379711166,-18.5735512630015,-15.9090909090909,-50,14.2857142857143,33.3333333333333,1300,81.7204301075269,31.9622964867181
"06037113322","Census Tract 1133.22","Census Tract 1133.22, Los Angeles County, California","00","06","037",,"113322",,,4251,3224,1942,191,9,887,20,20,155,1027,3947,3187,2164,146,4,741,3,12,117,760,304,37,-222,45,5,146,17,8,38,267,7.70205219153788,1.16096642610606,-10.2587800369686,30.8219178082192,125,19.7031039136302,566.666666666667,66.6666666666667,32.4786324786325,35.1315789473684
"06037113323","Census Tract 1133.23","Census Tract 1133.23, Los Angeles County, California","00","06","037",,"113323",,,3927,2397,1072,211,10,880,4,62,158,1530,3692,2467,1414,202,9,726,3,8,105,1225,235,-70,-342,9.00000000000003,1,154,1,54,53,305,6.36511375947996,-2.83745439805432,-24.1867043847242,4.45544554455447,11.1111111111111,21.2121212121212,33.3333333333334,675,50.4761904761905,24.8979591836735
"06037113324","Census Tract 1133.24","Census Tract 1133.24, Los Angeles County, California","00","06","037",,"113324",,,2072,1197,510,153,0,428,3,18,85,875,1781,1202,677,97,7,366,0,10,45,579,291,-5,-167,56,-7,62,3,8,40,296,16.3391353172375,-0.415973377703827,-24.6676514032496,57.7319587628866,-100,16.9398907103825,,80,88.8888888888889,51.1226252158895
"06037113423","Census Tract 1134.23","Census Tract 1134.23, Los Angeles County, California","00","06","037",,"113423",,,2639,1416,697,60,1,568,4,9,77,1223,2454,1417,825,91,5,437,1,5,53,1037,185,-1,-128,-31,-4,131,3,4,24,186,7.53871230643847,-0.0705716302046577,-15.5151515151515,-34.0659340659341,-80,29.9771167048055,300,80,45.2830188679245,17.9363548698168
"06037113424","Census Tract 1134.24","Census Tract 1134.24, Los Angeles County, California","00","06","037",,"113424",,,3613,2294,1273,184,6,681,0,28,122,1319,3089,1894,1177,109,2,512,3,4,87,1195,524,400,96,75,4,169,-3,24,35,124,16.9634185820654,21.1193241816262,8.15632965165675,68.8073394495413,200,33.0078125,-100,600,40.2298850574713,10.3765690376569
"06037113425","Census Tract 1134.25","Census Tract 1134.25, Los Angeles County, California","00","06","037",,"113425",,,4020,1461,584,350,3,400,9,27,88,2559,3637,1716,695,425,11,477,11,11,86,1921,383,-255,-111,-75,-8,-77,-2,16,2,638,10.5306571350014,-14.8601398601399,-15.9712230215827,-17.6470588235294,-72.7272727272727,-16.1425576519916,-18.1818181818182,145.454545454545,2.32558139534884,33.2118688183238
"06037113426","Census Tract 1134.26","Census Tract 1134.26, Los Angeles County, California","00","06","037",,"113426",,,2479,1153,571,94,0,367,9,18,94,1326,2472,1217,719,108,0,319,7,5,59,1255,7,-64,-148,-14,0,48,2,13,35,71,0.283171521035599,-5.25883319638455,-20.5841446453408,-12.962962962963,,15.0470219435737,28.5714285714286,260,59.3220338983051,5.65737051792829
